 (-32.0000000000000,0.000000000000000E+000)
 (-31.3851289729034,0.000000000000000E+000)
 (-29.5641450403612,0.000000000000000E+000)
 (-26.6070275936815,0.000000000000000E+000)
 (-22.6274169979695,0.000000000000000E+000)
 (-17.7782474566273,0.000000000000000E+000)
 (-12.2458698356829,0.000000000000000E+000)
 (-6.24289030451611,0.000000000000000E+000)
 (-1.665334536937735E-015,0.000000000000000E+000)
 (6.24289030451610,0.000000000000000E+000)
 (12.2458698356829,0.000000000000000E+000)
 (17.7782474566273,0.000000000000000E+000)
 (22.6274169979695,0.000000000000000E+000)
 (26.6070275936815,0.000000000000000E+000)
 (29.5641450403612,0.000000000000000E+000)
 (31.3851289729034,0.000000000000000E+000)
 (32.0000000000000,0.000000000000000E+000)
 (31.3851289729034,0.000000000000000E+000)
 (29.5641450403612,0.000000000000000E+000)
 (26.6070275936815,0.000000000000000E+000)
 (22.6274169979695,0.000000000000000E+000)
 (17.7782474566273,0.000000000000000E+000)
 (12.2458698356829,0.000000000000000E+000)
 (6.24289030451612,0.000000000000000E+000)
 (7.928352984647489E-015,0.000000000000000E+000)
 (-6.24289030451611,0.000000000000000E+000)
 (-12.2458698356829,0.000000000000000E+000)
 (-17.7782474566273,0.000000000000000E+000)
 (-22.6274169979695,0.000000000000000E+000)
 (-26.6070275936814,0.000000000000000E+000)
 (-29.5641450403612,0.000000000000000E+000)
 (-31.3851289729034,0.000000000000000E+000)
