 (31.9486205771398,0.000000000000000E+000)
 (15.9743102885699,-3.108624468950438E-015)
 (3.922900174252439E-016,-4.495747189301528E-015)
 (1.010130466409065E-015,8.920629793974834E-016)
 (-1.722479783890111E-015,-1.462338347663495E-015)
 (1.020066244198558E-015,-3.876068198743274E-015)
 (-5.743132612542078E-016,2.861160352248044E-015)
 (6.947828807933536E-015,-6.692379753921870E-015)
 (-2.664535259100376E-015,0.000000000000000E+000)
 (1.170391800576909E-014,-2.403874980627580E-015)
 (4.970572145568778E-015,6.844890475129664E-015)
 (8.749896372502819E-015,4.853328673051643E-015)
 (-3.606590734310640E-015,2.090375331137006E-015)
 (-2.055005569981182E-014,4.597163983404320E-015)
 (-4.788548901739814E-015,6.593410291181094E-015)
 (3.552713678800501E-015,-3.108624468950438E-015)
 (0.000000000000000E+000,0.000000000000000E+000)
 
 (31.3347367912465,0.000000000000000E+000)
 (15.9743102885699,-2.220446049250313E-015)
 (8.377718317078952E-016,-5.135077821077004E-015)
 (1.220254718675196E-015,1.107736023081872E-015)
 (-2.166568993740174E-015,-1.278390574040048E-015)
 (9.154155029766856E-016,-3.753125543621860E-015)
 (9.089004498795861E-017,2.922229909407803E-015)
 (6.947828807933536E-015,-6.359312846534323E-015)
 (-1.776356839400250E-015,0.000000000000000E+000)
 (1.170391800576909E-014,-2.736941888015127E-015)
 (4.305368839326611E-015,7.533997015762934E-015)
 (9.076591718649723E-015,4.976271328173059E-015)
 (-4.050679944160703E-015,3.162501524460578E-015)
 (-2.009404613730286E-014,4.812837027088708E-015)
 (-5.234030716022466E-015,6.582116642879128E-015)
 (3.552713678800501E-015,-3.996802888650564E-015)
 (1.776356839400250E-015,0.000000000000000E+000)
 
 (29.5166766431884,0.000000000000000E+000)
 (15.9743102885699,-3.108624468950438E-015)
 (3.922900174252439E-016,-4.495747189301528E-015)
 (1.010130466409065E-015,8.920629793974834E-016)
 (-1.722479783890111E-015,-1.462338347663495E-015)
 (1.020066244198558E-015,-3.876068198743274E-015)
 (-5.743132612542078E-016,2.861160352248044E-015)
 (6.947828807933536E-015,-6.692379753921870E-015)
 (-2.664535259100376E-015,0.000000000000000E+000)
 (1.170391800576909E-014,-2.403874980627580E-015)
 (4.970572145568778E-015,6.844890475129664E-015)
 (8.749896372502819E-015,4.853328673051643E-015)
 (-3.606590734310640E-015,2.090375331137006E-015)
 (-2.055005569981182E-014,4.597163983404320E-015)
 (-4.788548901739814E-015,6.593410291181094E-015)
 (3.552713678800501E-015,-3.108624468950438E-015)
 (0.000000000000000E+000,0.000000000000000E+000)
 
 (26.5643071648755,0.000000000000000E+000)
 (15.9743102885699,-2.220446049250313E-015)
 (8.377718317078952E-016,-5.135077821077004E-015)
 (1.220254718675196E-015,1.107736023081872E-015)
 (-2.166568993740174E-015,-1.278390574040048E-015)
 (9.154155029766856E-016,-3.753125543621860E-015)
 (9.089004498795861E-017,2.922229909407803E-015)
 (6.947828807933536E-015,-6.359312846534323E-015)
 (-1.776356839400250E-015,0.000000000000000E+000)
 (1.170391800576909E-014,-2.736941888015127E-015)
 (4.305368839326611E-015,7.533997015762934E-015)
 (9.076591718649723E-015,4.976271328173059E-015)
 (-4.050679944160703E-015,3.162501524460578E-015)
