  -2.20214828349420       -2.00000000000000     
  -2.18287171239833       -1.98078528040323     
  -2.12578278692753       -1.92387953251129     
  -2.03307540247179       -1.83146961230255     
  -1.90831225182484       -1.70710678118655     
  -1.75628791289808       -1.55557023301960     
  -1.58284459578021       -1.38268343236509     
  -1.39464762987996       -1.19509032201613     
  -1.19892931905479       -1.00000000000000     
  -1.00321100822962      -0.804909677983872     
 -0.815014042329363      -0.617316567634910     
 -0.641570725211500      -0.444429766980398     
 -0.489546386284734      -0.292893218813453     
 -0.364783235637790      -0.168530387697455     
 -0.272075851182047      -7.612046748871337E-002
 -0.214986925711241      -1.921471959676957E-002
 -0.195710354615377       0.000000000000000E+000
 -0.214986925711241      -1.921471959676957E-002
 -0.272075851182047      -7.612046748871326E-002
 -0.364783235637790      -0.168530387697455     
 -0.489546386284734      -0.292893218813452     
 -0.641570725211500      -0.444429766980398     
 -0.815014042329363      -0.617316567634910     
  -1.00321100822962      -0.804909677983871     
  -1.19892931905479       -1.00000000000000     
  -1.39464762987996       -1.19509032201613     
  -1.58284459578021       -1.38268343236509     
  -1.75628791289808       -1.55557023301960     
  -1.90831225182484       -1.70710678118655     
  -2.03307540247179       -1.83146961230255     
  -2.12578278692753       -1.92387953251129     
  -2.18287171239833       -1.98078528040323     
 
  -2.16359514130252       -1.98078528040323     
  -2.14431857020665       -1.96157056080646     
  -2.08722964473584       -1.90466481291452     
  -1.99452226028008       -1.81225489270578     
  -1.86975910963312       -1.68789206158978     
  -1.71773477070634       -1.53635551342283     
  -1.54429145358845       -1.36346871276832     
  -1.35609448768818       -1.17587560241936     
  -1.16037617686298      -0.980785280403231     
 -0.964657866037786      -0.785694958387102     
 -0.776460900137509      -0.598101848038141     
 -0.603017583019625      -0.425215047383629     
 -0.450993244092840      -0.273678499216683     
 -0.326230093445880      -0.149315668100685     
 -0.233522708990126      -5.690574789194380E-002
 -0.176433783519313       0.000000000000000E+000
 -0.157157212423446       1.921471959676957E-002
 -0.176433783519313       0.000000000000000E+000
 -0.233522708990126      -5.690574789194369E-002
 -0.326230093445880      -0.149315668100685     
 -0.450993244092840      -0.273678499216683     
 -0.603017583019624      -0.425215047383628     
 -0.776460900137509      -0.598101848038140     
 -0.964657866037785      -0.785694958387102     
  -1.16037617686298      -0.980785280403230     
